PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan
77.37,75.19,634.04,27,1,0.35,1
117.38,112.82,983.67,52,1,0.37,1
102.18,98.63,38197.62,49,194,0.36,0
40.35,39.46,132.19,17,1,0.35,1
49.72,41.77,159.9,23,190,0.35,0
59.67,50.7,575.49,25,190,0.35,0
58.4,57.79,418.52,22,1,0.34,1
49.74,49.28,259.82,19,1,0.33,1
38.7,37.78,124.56,17,1,0.34,1
63.98,62.92,503.69,24,1,0.35,1
108.15,104.26,835.53,42,1,0.33,1
44.44,43.58,67.51,18,1,0.34,1
46.55,45.93,200.69,18,1,0.35,1
103.57,99.86,911.82,38,1,0.33,1
51.99,51.48,288.52,20,1,0.34,1
113.17,108.99,960.8,46,1,0.37,1
166.98,136.38,1641.64,127,1,0.35,1
101.78,98.71,40580.81,41,191,0.36,0
114.28,110.04,947.26,48,1,0.37,1
65.33,64.18,538.71,24,1,0.35,1
235.89,176.42,36446.1,140,1,0.38,0
38.81,37.9,124.56,17,1,0.34,1
102.18,99.93,37314.98,52,195,0.38,0
102.04,99.63,37644.36,56,194,0.38,0
68.48,66.93,550.78,25,1,0.34,1
101.81,98.16,33869.58,38,191,0.36,0
102.15,99.21,36662.03,52,195,0.38,0
50.62,50.19,275.67,19,1,0.33,1
101.78,98.32,35063.23,40,192,0.38,0
88.43,85.25,744.82,31,1,0.34,1
51.11,50.7,288.52,20,1,0.34,1
154.27,132.59,1463.92,106,1,0.35,1
50.42,49.88,273.88,19,1,0.33,1
95.17,76.24,327.8,110,86,0.35,1
181.1,145.9,36770.32,152,189,0.4,0
56.05,55.61,380.21,21,1,0.35,1
164.41,135.57,1576.54,120,1,0.35,1
40.2,39.36,135.15,17,1,0.35,1
98.01,94.4,920.59,35,1,0.35,1
73.3,71.47,2010.44,26,1,0.35,1
101.96,99.36,37205.62,49,194,0.39,0
93.88,90.54,803.13,33,1,0.34,1
39.03,38.25,145.47,17,1,0.34,1
274.53,188.35,36662.03,156,1,0.37,0
42.64,41.96,148.69,17,1,0.35,1
41.82,41,149.78,17,1,0.34,1
69.6,68.14,550.78,25,1,0.34,1
42.55,41.77,148.69,17,1,0.35,1
101.93,99.78,37920.31,54,196,0.38,0
109.98,105.85,894.45,43,1,0.33,1
55.22,54.78,203.5,21,1,0.35,1
101.89,99.02,36770.32,44,191,0.4,0
186.47,151.67,34801.38,113,1,0.36,0
38.92,37.96,102.46,17,1,0.34,1
38.59,37.61,128.32,17,1,0.34,1
38.53,37.55,124.56,17,1,0.34,1
75.08,73.15,610.78,27,1,0.35,1
45.28,44.67,191.09,18,1,0.35,1
127.88,120.66,1123.95,69,1,0.37,1
38.36,36.95,117.33,17,1,0.35,1
60.2,50.97,668.38,25,190,0.36,0
44.75,36.76,140.23,22,190,0.35,0
85.83,83.02,819.22,30,1,0.34,1
101.96,99.02,37096.48,47,194,0.38,0
190.66,154.16,35697.02,116,1,0.36,0
115.1,110.73,988.29,49,1,0.37,1
38.64,37.67,117.33,17,1,0.34,1
40.2,39.36,133.17,17,1,0.35,1
44.82,44.2,181.89,18,1,0.35,1
27.48,25.75,53.57,15,143,0.35,1
114.47,110.24,956.27,48,1,0.37,1
185,151.08,35063.23,113,1,0.38,0
38.98,38.13,162.22,17,1,0.34,1
51.33,50.92,311.62,20,1,0.34,1
101.67,96.95,34697.01,36,191,0.37,0
106.89,103.21,885.86,41,1,0.33,1
101.4,96.68,34023.71,35,191,0.37,0
49.23,48.78,246.34,19,1,0.34,1
48.43,47.87,230.28,19,1,0.35,1
58.61,58.12,433.6,22,1,0.34,1
152.9,127.97,1451.76,149,86,0.37,1
101.96,99.59,37479.43,56,194,0.39,0
39.46,38.59,128.32,17,1,0.35,1
101.96,98.28,839.64,37,1,0.35,1
44.04,43.29,128.32,18,1,0.34,1
58.19,57.66,411.12,22,1,0.34,1
44.08,43.37,173.05,18,1,0.34,1
162.21,140.65,30740,108,1,0.36,0
100.99,96.44,36123.79,34,191,0.37,0
161.33,132.16,1576.54,144,1,0.36,1
45.5,44.9,174.29,18,1,0.34,1
84.63,81.87,654.49,30,1,0.36,1
67.06,65.82,544.72,25,1,0.34,1
162.46,135.21,1563.74,117,1,0.35,1
102.04,98.47,864.63,37,1,0.35,1
100.62,93.8,31809.82,32,191,0.38,0
47.4,46.88,219.54,19,1,0.35,1
87.85,84.63,748.61,31,1,0.34,1
101.22,98.59,36716.15,46,192,0.37,0
101.81,99.55,37205.62,51,195,0.37,0
61.33,60.61,470.37,23,1,0.35,1
89.63,86.36,767.77,31,1,0.34,1
62.36,52.2,877.32,25,189,0.34,0
105.75,101.93,1175.43,40,1,0.33,1
118.34,113.71,965.34,53,1,0.37,1
138,119.79,303.77,142,87,0.35,1
100.99,96.2,33972.28,34,191,0.37,0
102.04,98.32,36553.96,45,192,0.37,0
74.93,72.93,601.01,27,1,0.35,1
47.96,47.46,221.05,19,1,0.35,1
101.74,98.55,36446.1,42,192,0.37,0
69.84,68.41,588.15,25,1,0.34,1
54.85,46.58,327.8,24,190,0.37,0
101.93,98.63,35909.98,42,192,0.36,0
97.27,89.22,26701.61,30,190,0.36,0
102.04,99.13,36607.97,47,194,0.37,0
45.86,45.28,191.09,18,1,0.34,1
43.29,42.59,53.96,18,1,0.34,1
57.04,53.3,163.4,75,87,0.34,1
58.3,57.75,421,22,1,0.34,1
47.84,47.4,221.05,19,1,0.35,1
46.52,45.86,206.34,18,1,0.35,1
82.61,67.19,275.67,102,87,0.36,1
41.3,40.3,139.2,17,1,0.36,1
101.78,99.48,38086.54,50,194,0.38,0
89.22,70.69,13085.96,28,190,0.36,0
89.01,71.4,297.98,106,86,0.36,1
101.81,99.63,38086.54,52,195,0.38,0
90.37,87.07,787.27,31,1,0.34,1
53.1,52.63,389.53,20,1,0.35,1
165.75,134.79,1708.58,141,1,0.36,1
56,47.71,1021.05,24,190,0.37,0
102,99.21,36123.79,45,192,0.39,0
112.44,108.42,1040.12,46,1,0.37,1
24.51,23.12,59.43,13,1,0.33,0
43.54,36.7,84.11,22,190,0.35,0
131.84,122.91,1212.43,75,1,0.37,1
101.85,97.7,35590.86,39,191,0.37,0
24.12,22.92,63.57,13,112,0.34,0
275.67,190.07,37205.62,157,1,0.38,0
102.04,99.48,37096.48,52,195,0.37,0
51.97,51.48,325.75,20,1,0.34,1
98.09,90.45,28307.71,30,191,0.37,0
102.26,100.16,36607.97,54,195,0.4,0
52.18,51.76,317.62,20,1,0.35,1
99.51,92.99,29930.03,31,191,0.37,0
46.58,45.96,202.09,18,1,0.35,1
115.22,114.47,37205.62,66,192,0.39,0
44.28,43.5,158.75,18,1,0.34,1
46.78,46.1,199.29,18,1,0.35,1
52.77,52.36,327.8,20,1,0.35,1
121.21,105.99,696.8,129,87,0.33,1
153.11,128.06,1476.15,150,86,0.35,1
40.1,39.03,135.15,17,1,0.35,1
38.02,36.64,114.72,17,1,0.35,1
44.59,43.91,213.59,18,1,0.34,1
43.63,42.86,196.53,18,1,0.34,1
95.09,91.68,835.53,33,1,0.35,1
47.43,46.95,207.78,19,1,0.35,1
58.68,58.16,426.01,22,1,0.34,1
97.15,93.76,2406.9,34,1,0.35,1
130.51,122.19,1196.47,73,1,0.37,1
200.57,158.66,36338.45,122,1,0.36,0
126.17,111.09,835.53,134,86,0.35,1
55.04,54.74,344.62,21,1,0.35,1
51.04,50.65,270.31,20,1,0.34,1
101.93,98.75,36500,44,192,0.39,0
48.08,47.62,225.63,19,1,0.35,1
108.79,90.29,329.87,119,87,0.37,1
54.13,46.35,284.8,24,190,0.36,0
63.14,62.2,500.85,24,1,0.35,1
49.17,48.69,251.33,19,1,0.34,1
122.84,119.39,37369.75,73,191,0.36,0
45.28,44.67,66,18,1,0.35,1
98.55,91.19,28673.19,30,191,0.35,0
40.71,34.7,60.32,22,190,0.34,0
41.2,40.3,140.23,17,1,0.36,1
82.98,80.41,682.48,29,1,0.36,1
69.43,67.98,575.49,25,1,0.34,1
101.81,98.71,36231.02,42,192,0.37,0
58.49,49.77,544.72,25,190,0.36,0
75.46,73.45,634.04,27,1,0.35,1
267.49,187.59,36607.97,153,1,0.37,0
44.86,44.2,181.89,18,1,0.35,1
97.07,93.56,811.15,34,1,0.35,1
45.13,44.55,191.09,18,1,0.35,1
42.14,41.39,153.09,17,1,0.35,1
82.69,80,668.38,29,1,0.36,1
101.74,98.28,35379.17,40,192,0.36,0
168.24,136.32,1641.64,129,1,0.35,1
41.15,40.2,128.32,17,1,0.36,1
49.17,48.69,181.89,19,1,0.34,1
46.38,45.71,199.29,18,1,0.34,1
127.53,120.43,1403.84,68,1,0.37,1
56.95,56.44,399.02,22,1,0.34,1
101.93,99.78,37205.62,52,195,0.37,0
169.1,135.82,1674.87,134,1,0.35,1
102.07,99.48,37205.62,53,193,0.39,0
101.85,99.67,37920.31,53,195,0.39,0
101.74,99.36,36662.03,51,194,0.36,0
168.67,143.57,31711.55,104,1,0.36,0
50.19,49.66,270.31,19,1,0.33,1
101.14,97.15,36446.1,36,191,0.37,0
76.24,74.2,601.01,27,1,0.35,1
25.46,25.18,86.71,20,189,0.37,0
101.89,97.46,35590.86,40,191,0.34,0
101.55,98.75,35590.86,41,191,0.36,0
102,99.25,36500,47,194,0.38,0
36.2,30.98,70.11,21,189,0.35,0
101.85,98.63,37096.48,45,192,0.37,0
100.73,95.72,33818.3,33,191,0.38,0
39.84,38.92,136.15,17,1,0.35,1
236.18,177.07,36446.1,141,1,0.37,0
39.84,38.87,128.32,17,1,0.35,1
101.63,98.55,36446.1,44,191,0.38,0
85.37,82.61,664.89,30,1,0.36,1
230.65,175.14,35697.02,138,1,0.35,0
102,99.51,38086.54,54,196,0.39,0
101.63,96.99,33207.11,35,191,0.38,0
33.38,29.53,65.51,20,184,0.35,0
53.28,45.24,251.33,24,190,0.36,0
57.47,56.82,348.92,22,1,0.34,1
101.89,99.63,38031.07,54,195,0.39,0
62.55,61.65,492.4,23,1,0.35,1
63.72,62.8,489.6,24,1,0.35,1
105.5,105.64,37865.01,60,193,0.39,0
38.25,36.83,108.84,17,1,0.35,1
61.87,61.02,470.37,23,1,0.35,1
117.16,112.63,992.92,52,1,0.37,1
132.26,123.21,1212.43,76,1,0.37,1
102.15,99.9,37205.62,55,195,0.39,0
98.28,94.6,811.15,35,1,0.35,1
38.13,36.76,25.26,17,1,0.35,1
40.61,39.68,137.16,17,1,0.35,1
101.44,98.4,36500,41,191,0.37,0
62.89,61.87,484.05,23,1,0.35,1
50.11,49.66,266.77,19,1,0.33,1
53.59,50.7,55.99,67,88,0.35,1
52.36,51.99,311.62,20,1,0.35,1
42.64,41.86,155.33,17,1,0.35,1
101.93,99.02,37260.28,44,192,0.39,0
106.89,88.23,423.5,118,87,0.34,1
47.43,46.95,221.05,19,1,0.35,1
39.25,38.36,122.71,17,1,0.34,1
38.36,32.21,71.18,21,190,0.35,0
40.51,39.68,132.19,17,1,0.35,1
101.93,98.67,37205.62,46,192,0.35,0
49.39,41.72,144.41,23,189,0.36,0
101.89,98.94,36987.54,45,192,0.39,0
110.08,105.99,803.13,43,1,0.33,1
100.77,95.17,32904.3,32,191,0.35,0
143.09,128.28,1415.71,91,1,0.37,1
101.63,97.38,34229.94,36,191,0.38,0
102.29,99.97,36338.45,51,195,0.39,0
103.14,99.4,992.92,38,1,0.33,1
94.32,90.91,1021.05,33,1,0.35,1
48.14,47.65,221.05,19,1,0.35,1
102.18,98.71,37205.62,48,194,0.4,0
72.71,70.93,588.15,26,1,0.35,1
42.46,41.68,327.8,17,1,0.35,1
31.29,27.92,67.01,19,125,0.36,0
71.11,69.53,601.01,26,1,0.35,1
93.23,78.48,18843.33,29,190,0.36,0
97.07,77.92,313.61,111,86,0.35,1
79.28,76.9,634.04,28,1,0.36,1
52.13,51.74,299.9,20,1,0.34,1
41.63,35.3,74.49,22,190,0.36,0
111.8,107.85,947.26,45,1,0.37,1
46.85,46.28,206.34,18,1,0.35,1
66.2,64.96,556.88,24,1,0.34,1
61.95,52.08,852.07,25,189,0.38,0
101.67,99.25,36177.37,49,194,0.37,0
70.54,68.95,594.55,25,1,0.34,1
75.93,73.83,556.88,27,1,0.35,1
102.04,99.48,36987.54,48,194,0.38,0
101.96,98.63,36016.79,42,192,0.37,0
102.04,99.32,37644.36,54,195,0.4,0
48.69,48.08,253.01,19,1,0.34,1
74.73,57.41,2815.53,27,190,0.37,0
99.78,93.48,30548.12,31,191,0.36,0
172.65,145.47,31466.77,106,1,0.35,0
91.03,87.81,787.27,32,1,0.34,1
101.81,98.09,35590.86,39,191,0.37,0
54.87,54.33,353.27,21,1,0.34,1
129.54,128.6,26876.96,92,1,0.36,0
73.9,72.12,614.07,26,1,0.35,1
173.88,146.07,32904.3,107,1,0.36,0
38.7,37.67,92.14,17,1,0.34,1
73.49,71.69,617.36,26,1,0.35,1
101.78,97.58,34853.64,38,191,0.38,0
76.55,74.51,657.94,27,1,0.35,1
101.78,98.32,36662.03,43,192,0.37,0
46.45,45.86,203.5,18,1,0.35,1
40.61,39.78,140.23,17,1,0.35,1
55.74,55.35,353.27,21,1,0.35,1
115.67,111.15,1088.88,49,1,0.37,1
102.04,99.17,36662.03,48,194,0.38,0
101.37,97.15,34853.64,37,191,0.36,0
98.82,91.68,29320.38,30,191,0.36,0
42.64,41.86,159.9,17,1,0.35,1
95.84,92.3,956.27,34,1,0.35,1
100.16,94.6,32854.01,32,191,0.37,0
102,99.02,40465.13,48,194,0.38,0
71.91,70.3,594.55,26,1,0.35,1
101.59,98.24,35432.02,38,191,0.37,0
101.96,98.67,37096.48,46,192,0.36,0
99.78,93.64,31223.25,31,191,0.37,0
68.64,67.09,559.95,25,1,0.34,1
137.86,120.05,1069.19,142,87,0.36,1
74.28,72.53,634.04,27,1,0.35,1
81.79,79.28,704.04,29,1,0.36,1
42.46,41.72,195.16,17,1,0.35,1
43.29,42.59,161.06,18,1,0.34,1
39.46,38.47,31.53,17,1,0.34,1
101.78,98.09,35537.86,39,191,0.35,0
93.84,75.19,319.63,109,86,0.35,1
102.18,99.51,33308.46,47,194,0.37,0
46.52,45.86,197.91,18,1,0.34,1
42.5,41.72,117.33,17,1,0.35,1
86.36,83.35,711.33,30,1,0.34,1
108.05,104.15,890.15,41,1,0.33,1
44.59,43.96,174.29,18,1,0.34,1
122.12,118.6,38532.18,72,191,0.38,0
46.35,38.7,100.92,22,190,0.35,0
45.93,45.35,203.5,18,1,0.34,1
49.45,48.98,243.06,19,1,0.34,1
84.59,68.64,268.54,104,87,0.35,1
109.12,105.29,890.15,42,1,0.33,1
164.54,135.82,1538.35,121,1,0.35,1
48.84,48.38,204.92,19,1,0.34,1
93.48,90.04,10188.96,33,1,0.34,1
101.55,98.28,36446.1,40,191,0.37,0
101.89,98.16,36231.02,41,191,0.38,0
101.7,97.66,34958.33,37,191,0.37,0
101.74,97.38,34853.64,36,191,0.36,0
45.79,45.2,197.91,18,1,0.34,1
73.23,71.47,601.01,26,1,0.35,1
166.43,135.21,1722.19,140,1,0.36,1
38.02,36.83,92.14,17,1,0.35,1
102.04,98.86,36662.03,46,192,0.37,0
270.42,188.35,36770.32,159,1,0.36,0
38.92,32.36,70.11,21,190,0.36,0
102.07,99.78,36446.1,50,194,0.38,0
40.51,39.57,133.17,17,1,0.35,1
44.9,44.28,192.44,18,1,0.35,1
256.58,185.36,36770.32,149,1,0.37,0
97.15,88.97,25665.52,29,191,0.37,0
69.39,67.94,544.72,25,1,0.34,1
101.67,97.46,33715.92,36,191,0.37,0
118.83,114.09,1576.54,54,1,0.37,1
43.46,42.81,136.15,18,1,0.34,1
39.03,38.13,147.61,17,1,0.34,1
42.73,42,162.22,17,1,0.35,1
41.44,40.61,147.61,17,1,0.34,1
23.82,23.82,85.4,16,181,0.34,0
54.33,53.96,329.87,21,1,0.34,1
101.74,98.16,835.53,37,1,0.35,1
116.87,112.34,979.06,51,1,0.37,1
101.78,99.02,37424.55,47,194,0.37,0
100.09,94.2,30740,31,191,0.37,0
159.85,131.63,1628.47,144,1,0.36,1
101.85,97.15,33818.3,37,191,0.37,0
141.7,122.19,1191.19,144,86,0.37,1
102.07,99.02,37424.55,52,195,0.38,0
40.2,39.36,137.16,17,1,0.35,1
47.05,46.48,203.5,18,1,0.35,1
54.09,53.65,368.8,21,1,0.34,1
88.23,85.16,779.43,31,1,0.34,1
46.41,45.79,197.91,18,1,0.34,1
242.88,176.1,37644.36,161,1,0.37,0
53.12,52.72,303.77,20,1,0.35,1
101.55,97.77,835.53,37,1,0.35,1
101.96,99.02,37151.02,47,194,0.38,0
30.51,27.83,63.09,20,178,0.36,0
101.74,99.51,37644.36,50,194,0.38,0
48.43,47.9,231.85,19,1,0.35,1
101.67,98.78,35750.18,42,192,0.39,0
49.03,48.43,117.33,19,1,0.34,1
44.28,43.37,174.29,18,1,0.34,1
49.45,49.01,259.82,19,1,0.34,1
27.65,25.56,54.36,14,109,0.36,1
105.92,105.95,37589.32,60,193,0.37,0
101.81,99.48,38197.62,54,196,0.39,0
101.74,97.54,33818.3,36,191,0.37,0
101.93,98.75,34749.16,46,192,0.39,0
101.59,97.15,34229.94,35,191,0.35,0
102.22,99.86,35803.39,53,195,0.37,0
47.49,46.92,209.22,19,1,0.35,1
48.4,47.77,230.28,19,1,0.35,1
154.27,137.6,29507.07,95,1,0.36,0
101.96,99.48,37865.01,54,195,0.37,0
101.78,98.2,35484.91,39,191,0.34,0
42.59,41.86,171.82,17,1,0.34,1
31.22,29.7,56.83,29,191,0.41,1
42.5,41.68,154.21,17,1,0.35,1
128.65,113.45,835.53,136,87,0.36,1
264.25,187.59,37205.62,152,1,0.39,0
80.09,77.81,664.89,28,1,0.36,1
130.81,115.1,903.1,137,87,0.35,1
42.77,42.05,181.89,17,1,0.34,1
274.16,189.49,36662.03,155,1,0.36,0
150.98,131.53,11279.64,102,1,0.37,1
271.16,187.21,36446.1,155,1,0.36,0
40.3,39.46,131.21,17,1,0.35,1
40.2,39.36,130.24,17,1,0.35,1
45.28,38.02,79.76,22,190,0.34,0
126.17,120.97,38031.07,76,191,0.37,0
102.18,98.9,37479.43,49,194,0.39,0
114.91,110.7,929.42,49,1,0.37,1
66.99,65.63,17790.3,25,1,0.34,1
49.5,49.06,249.66,19,1,0.34,1
40.95,39.94,140.23,17,1,0.36,1
78.64,76.35,601.01,28,1,0.36,1
60.89,51.33,763.91,25,189,0.37,0
104.69,103.21,37865.01,59,193,0.39,0
101.67,99.78,37975.66,52,196,0.4,0
102.04,99.86,37424.55,52,195,0.39,0
101.89,99.36,37424.55,49,194,0.41,0
122.8,107.85,192.44,131,87,0.36,1
214.85,163.62,37479.43,157,1,0.37,0
101.81,98.24,35750.18,41,192,0.37,0
38.08,36.83,156.46,17,1,0.35,1
57.54,56.98,401.42,22,1,0.34,1
93.96,90.7,811.15,33,1,0.34,1
56.22,55.7,373.34,21,1,0.35,1
99.59,96.12,823.27,36,1,0.35,1
27.3,26.67,54.36,21,191,0.39,1
102.22,98.94,37865.01,51,195,0.38,0
101.96,99.02,37424.55,50,194,0.38,0
38.64,37.67,120.89,17,1,0.34,1
53.7,53.3,334.03,20,1,0.34,1
157.95,134.04,1513.25,111,1,0.35,1
43.29,42.23,165.77,18,1,0.34,1
43.46,42.73,157.6,18,1,0.34,1
44.24,43.46,176.79,18,1,0.34,1
101.67,98.78,36770.32,45,191,0.39,0
78.6,59.18,4451.42,27,190,0.35,0
29.2,26.03,62.62,20,188,0.35,0
38.47,37.07,122.71,17,1,0.34,1
102.04,98.86,37534.35,47,194,0.37,0
48.95,41.39,120.89,23,190,0.36,0
37.96,36.7,90.07,17,1,0.35,1
187.97,150.49,37424.55,151,1,0.37,0
45.93,45.28,200.69,18,1,0.34,1
45.05,44.44,192.44,18,1,0.35,1
37.96,36.7,115.58,17,1,0.35,1
118.44,113.77,974.47,54,1,0.37,1
110.76,111.73,35379.17,64,192,0.4,0
179.73,148.67,33511.77,110,1,0.35,0
95.84,86.49,24039.94,29,190,0.35,0
101.67,98.32,36177.37,41,191,0.38,0
159.85,134.38,1513.25,113,1,0.35,1
101.89,97.7,35697.02,40,191,0.37,0
44.86,44.24,50.51,18,1,0.35,1
114.4,110.18,947.26,48,1,0.37,1
28.35,26.94,56.83,23,191,0.36,1
118.86,103.17,614.07,127,87,0.36,1
57.79,57.34,416.04,22,1,0.34,1
39.03,38.02,126.43,17,1,0.34,1
82.45,79.96,693.2,29,1,0.36,1
125.92,110.89,811.15,133,87,0.34,1
223.7,167.96,37644.36,159,1,0.37,0
50.29,49.8,277.48,19,1,0.33,1
39.25,38.25,124.56,17,1,0.34,1
45.2,43.29,88.04,49,93,0.35,1
67.29,65.95,538.71,25,1,0.34,1
44.2,43.42,161.06,18,1,0.34,1
161.83,134.85,1563.74,116,1,0.35,1
166.98,141.54,37479.43,138,189,0.39,0
126,111.28,532.76,134,87,0.36,1
53.35,52.88,319.63,20,1,0.35,1
102,99.51,37424.55,52,196,0.38,0
51.24,50.84,282.96,20,1,0.34,1
101.96,99.05,36770.32,48,194,0.38,0
49.8,49.37,266.77,19,1,0.33,1
98.75,91.36,29227.33,30,191,0.35,0
101.67,98.94,37205.62,47,194,0.38,0
37.9,36.58,115.58,17,1,0.35,1
111.73,112.21,37205.62,64,192,0.39,0
43.2,42.5,169.38,18,1,0.34,1
55.91,55.39,362.08,21,1,0.35,1
199.7,156.35,37589.32,153,1,0.37,0
102.18,99.02,37644.36,54,195,0.38,0
73.01,71.11,443.88,26,1,0.35,1
102.22,99.21,37865.01,54,195,0.38,0
51.69,51.21,299.9,20,1,0.34,1
121.14,117.89,35590.86,71,191,0.37,0
108.25,89.51,446.48,119,87,0.35,1
45.68,45.13,179.32,18,1,0.34,1
42.81,42.05,161.06,17,1,0.34,1
102.04,99.4,36338.45,51,194,0.39,0
64.3,52.99,1040.12,26,190,0.36,0
38.36,36.95,116.45,17,1,0.35,1
101.85,99.17,37534.35,50,194,0.39,0
48.43,47.84,243.06,19,1,0.35,1
101.96,98.94,37424.55,47,194,0.38,0
39.36,38.59,124.56,17,1,0.34,1
54.2,53.65,329.87,21,1,0.34,1
100.62,94.6,26483.49,32,191,0.37,0
44.08,36.89,75.63,22,190,0.36,0
54.59,54.02,344.62,21,1,0.34,1
101.7,97.66,34644.9,37,191,0.36,0
43.46,42.86,179.32,18,1,0.34,1
66.77,65.2,506.54,24,1,0.34,1
39.84,38.92,137.16,17,1,0.35,1
101.37,97.54,34905.95,37,191,0.36,0
120.97,123.73,19937.39,89,1,0.36,0
44.59,43.96,185.79,18,1,0.34,1
107.85,103.79,877.32,41,1,0.33,1
101.89,98.86,36553.96,43,192,0.39,0
78.16,76,597.77,28,1,0.36,1
211.16,164.67,36770.32,128,1,0.36,0
119.32,114.59,1021.05,55,1,0.37,1
102.18,99.55,37205.62,51,194,0.37,0
42.86,42.05,992.92,17,1,0.35,1
38.7,37.67,122.71,17,1,0.34,1
60.43,59.65,459.64,23,1,0.35,1
128.51,113.07,403.83,135,87,0.36,1
28.35,26.76,53.57,20,189,0.35,0
49.66,49.23,266.77,19,1,0.33,1
44.08,43.33,175.54,18,1,0.34,1
74.2,72.38,610.78,27,1,0.35,1
43.37,42.77,148.69,18,1,0.34,1
101.93,99.55,37534.35,53,195,0.38,0
137.21,119.32,1083.93,142,87,0.35,1
101.89,99.86,34023.71,56,194,0.39,0
48.32,47.84,227.17,19,1,0.35,1
65.51,64.42,529.8,24,1,0.35,1
45.24,44.59,192.44,18,1,0.35,1
54.18,53.78,408.68,21,1,0.34,1
109.25,105.39,911.82,43,1,0.33,1
101.89,98.86,36770.32,46,192,0.36,0
47.9,47.43,206.34,19,1,0.35,1
102.07,98.86,37151.02,47,194,0.39,0
101.4,97.42,35063.23,37,191,0.37,0
117.96,101.89,614.07,126,87,0.36,1
168.81,136.38,1641.64,132,1,0.35,1
102.07,99.78,36446.1,49,194,0.38,0
101.74,98.86,37096.48,44,191,0.37,0
55.24,47.05,340.35,24,189,0.35,0
101.74,97.58,34958.33,38,191,0.36,0
163.62,133.81,1722.19,142,1,0.36,1
44.59,43.96,184.48,18,1,0.34,1
50.84,50.44,279.3,19,1,0.34,1
38.47,37.01,117.33,17,1,0.35,1
48.72,41.15,129.28,23,189,0.35,0
46.41,45.82,187.1,18,1,0.34,1
42.5,41.68,187.1,17,1,0.35,1
81.71,79.16,682.48,29,1,0.36,1
102.04,99.17,37260.28,48,194,0.36,0
53.24,52.79,336.13,20,1,0.35,1
165.34,134.91,1777.39,141,1,0.36,1
23.32,22.92,60.32,17,188,0.33,0
55.94,55.44,406.25,21,1,0.35,1
101.07,95.64,33005.04,32,191,0.39,0
102.04,99.02,37865.01,54,195,0.4,0
151.37,135.39,32403.74,119,189,0.38,0
62.97,56.69,187.1,85,87,0.36,1
39.78,38.92,128.32,17,1,0.35,1
39.62,38.7,117.33,17,1,0.35,1
49.2,48.72,246.34,19,1,0.34,1
41.1,40.25,141.26,17,1,0.36,1
136.07,118.67,1030.56,141,87,0.34,1
56.24,55.74,406.25,21,1,0.35,1
49.17,48.72,247.99,19,1,0.34,1
42.19,41.34,319.63,17,1,0.35,1
156.47,133.36,1482.29,109,1,0.35,1
101.74,99.36,37865.01,50,194,0.39,0
68.14,66.58,512.28,25,1,0.34,1
102.04,99.63,37205.62,51,196,0.38,0
101.78,98.55,37260.28,40,191,0.38,0
61.44,60.66,459.64,23,1,0.35,1
125.92,119.39,1108.83,65,1,0.37,1
101.37,96.79,33207.11,35,191,0.37,0
47.37,46.88,209.22,18,1,0.35,1
101.74,98.24,36338.45,41,192,0.35,0
157.26,138.95,29882.83,98,1,0.36,0
101.63,99.86,37424.55,53,196,0.38,0
47.68,47.27,216.55,19,1,0.35,1
39.73,38.81,136.15,17,1,0.35,1
39.68,38.81,128.32,17,1,0.35,1
47.84,47.4,224.09,19,1,0.35,1
41.25,40.4,16.33,17,1,0.36,1
126.17,119.46,1118.9,66,1,0.37,1
52.61,52.2,307.68,20,1,0.35,1
125.27,119,1129.03,64,1,0.37,1
83.27,80.65,696.8,29,1,0.36,1
101.22,96.91,34126.72,35,191,0.36,0
39.3,38.36,29.99,17,1,0.34,1
193.03,155.14,33410.02,117,1,0.36,0
167.12,135.57,1016.33,139,1,0.36,1
101.59,98.59,34749.16,42,192,0.36,0
57.75,57.16,413.58,22,1,0.34,1
54.91,54.37,371.06,21,1,0.34,1
53.78,53.3,342.48,20,1,0.34,1
63.72,62.8,509.41,24,1,0.35,1
45.35,44.67,181.89,18,1,0.35,1
250.89,179.05,37205.62,161,1,0.37,0
41.44,40.61,145.47,17,1,0.34,1
43.96,43.12,179.32,18,1,0.34,1
102.04,99.32,36338.45,52,195,0.38,0
127.22,120.19,1108.83,68,1,0.37,1
74.39,72.56,617.36,27,1,0.35,1
101.74,99.86,38086.54,53,196,0.39,0
102.22,100.01,37260.28,54,194,0.39,0
41.72,40.61,157.6,17,1,0.34,1
49.06,48.58,253.01,19,1,0.34,1
101.81,99.32,38086.54,53,195,0.37,0
160.22,134.38,1513.25,114,1,0.35,1
68.54,55.04,1756.54,26,190,0.36,0
39.99,38.81,72.27,17,1,0.35,1
46.07,45.64,199.29,18,1,0.34,1
47.4,46.88,176.79,18,1,0.35,1
101.67,98.71,35909.98,43,192,0.37,0
94.48,75.58,299.9,110,86,0.36,1
102.18,98.94,33818.3,46,194,0.37,0
208.76,160.71,37589.32,156,1,0.35,0
101.96,99.55,37865.01,51,196,0.38,0
101.81,97.97,34853.64,40,191,0.36,0
101.67,98.75,37865.01,42,192,0.36,0
104.58,104.08,38420.45,59,193,0.38,0
101.89,99.82,37424.55,56,194,0.37,0
47.21,46.62,219.54,18,1,0.35,1
